"choice","nonchoice","value","rt","pair","valence","iter","med","ord_sbj","not_cond1","not_cond2","dmed"
2,1,0,-0.534,3,1,21,"off",8,1,2,0
2,1,0,-0.53,1,1,21,"off",8,2,3,0
2,1,0,-0.605,2,1,21,"off",8,1,3,0
2,1,0,-0.397,2,1,22,"off",8,1,3,0
2,1,0,-0.592,3,1,22,"off",8,1,2,0
1,2,0,0.651,1,1,22,"off",8,2,3,0
2,1,1,-0.571,3,2,23,"off",8,1,2,0
2,1,0,-0.574,1,1,23,"off",8,2,3,0
1,2,0,0.467,2,1,23,"off",8,1,3,0
1,2,1,0.43,3,2,24,"off",8,1,2,0
1,2,0,0.631,1,1,24,"off",8,2,3,0
2,1,0,-0.572,2,1,24,"off",8,1,3,0
1,2,1,0.522,3,2,25,"off",8,1,2,0
1,2,1,0.546,2,2,25,"off",8,1,3,0
2,1,0,-0.625,1,1,25,"off",8,2,3,0
2,1,1,-0.276,3,2,26,"off",8,1,2,0
1,2,0,0.556,1,1,26,"off",8,2,3,0
2,1,0,-0.458,2,1,26,"off",8,1,3,0
2,1,0,-0.559,1,1,27,"off",8,2,3,0
1,2,1,0.616,2,2,27,"off",8,1,3,0
1,2,0,0.511,3,1,27,"off",8,1,2,0
1,2,1,0.779,1,2,28,"off",8,2,3,0
1,2,1,0.597,3,2,28,"off",8,1,2,0
2,1,0,-0.565,2,1,28,"off",8,1,3,0
1,2,1,0.712,3,2,29,"off",8,1,2,0
2,1,0,-0.925,1,1,29,"off",8,2,3,0
1,2,1,0.545,2,2,29,"off",8,1,3,0
2,1,1,-0.536,3,2,30,"off",8,1,2,0
2,1,1,-0.455,2,2,30,"off",8,1,3,0
1,2,0,0.545,1,1,30,"off",8,2,3,0
2,1,0,-0.41,3,1,31,"off",8,1,2,0
1,2,1,0.345,2,2,31,"off",8,1,3,0
2,1,0,-0.559,1,1,31,"off",8,2,3,0
2,1,0,-0.499,2,1,32,"off",8,1,3,0
1,2,1,0.532,1,2,32,"off",8,2,3,0
2,1,1,-0.601,3,2,32,"off",8,1,2,0
2,1,0,-0.567,1,1,33,"off",8,2,3,0
1,2,0,0.609,2,1,33,"off",8,1,3,0
1,2,1,0.549,3,2,33,"off",8,1,2,0
2,1,0,-0.464,3,1,34,"off",8,1,2,0
1,2,0,0.412,1,1,34,"off",8,2,3,0
2,1,0,-0.293,2,1,34,"off",8,1,3,0
2,1,0,-0.914,1,1,35,"off",8,2,3,0
1,2,1,0.403,2,2,35,"off",8,1,3,0
2,1,0,-0.489,3,1,35,"off",8,1,2,0
1,2,1,0.509,1,2,36,"off",8,2,3,0
1,2,0,0.597,3,1,36,"off",8,1,2,0
2,1,1,-0.488,2,2,36,"off",8,1,3,0
2,1,0,-0.692,1,1,37,"off",8,2,3,0
2,1,0,-0.513,2,1,37,"off",8,1,3,0
1,2,0,0.545,3,1,37,"off",8,1,2,0
1,2,1,0.669,2,2,38,"off",8,1,3,0
2,1,0,-0.757,3,1,38,"off",8,1,2,0
1,2,0,0.577,1,1,38,"off",8,2,3,0
1,2,0,0.535,3,1,39,"off",8,1,2,0
2,1,0,-0.437,1,1,39,"off",8,2,3,0
1,2,0,0.501,2,1,39,"off",8,1,3,0
1,2,0,0.49,3,1,40,"off",8,1,2,0
1,2,1,0.534,1,2,40,"off",8,2,3,0
1,2,1,0.687,2,2,40,"off",8,1,3,0
2,1,0,-0.719,1,1,41,"off",8,2,3,0
1,2,0,0.604,2,1,41,"off",8,1,3,0
1,2,0,0.441,3,1,41,"off",8,1,2,0
2,1,0,-0.559,2,1,42,"off",8,1,3,0
2,1,0,-0.619,1,1,42,"off",8,2,3,0
1,2,0,0.664,3,1,42,"off",8,1,2,0
2,1,1,-0.511,1,2,43,"off",8,2,3,0
2,1,1,-0.584,3,2,43,"off",8,1,2,0
1,2,1,0.529,2,2,43,"off",8,1,3,0
1,2,0,0.506,3,1,44,"off",8,1,2,0
2,1,1,-0.934,1,2,44,"off",8,2,3,0
2,1,0,-0.783,2,1,44,"off",8,1,3,0
1,2,1,1.094,1,2,45,"off",8,2,3,0
1,2,1,0.623,3,2,45,"off",8,1,2,0
1,2,0,0.66,2,1,45,"off",8,1,3,0
2,1,1,-0.699,2,2,46,"off",8,1,3,0
1,2,1,0.508,1,2,46,"off",8,2,3,0
1,2,1,1.149,3,2,46,"off",8,1,2,0
1,2,0,0.4,3,1,47,"off",8,1,2,0
1,2,1,0.86,2,2,47,"off",8,1,3,0
2,1,0,-0.533,1,1,47,"off",8,2,3,0
1,2,1,0.54,3,2,48,"off",8,1,2,0
1,2,1,0.645,1,2,48,"off",8,2,3,0
2,1,0,-0.616,2,1,48,"off",8,1,3,0
1,2,1,0.623,3,2,49,"off",8,1,2,0
2,1,0,-1.183,2,1,49,"off",8,1,3,0
2,1,0,-0.681,1,1,49,"off",8,2,3,0
1,2,1,0.788,1,2,50,"off",8,2,3,0
1,2,0,0.496,2,1,50,"off",8,1,3,0
2,1,1,-0.741,3,2,50,"off",8,1,2,0
1,2,0,0.428,3,1,51,"off",8,1,2,0
1,2,0,0.868,2,1,51,"off",8,1,3,0
2,1,1,-0.622,1,2,51,"off",8,2,3,0
1,2,0,1.686,3,1,52,"off",8,1,2,0
2,1,0,-1.006,1,1,52,"off",8,2,3,0
2,1,1,-0.487,2,2,52,"off",8,1,3,0
1,2,1,0.977,2,2,53,"off",8,1,3,0
2,1,0,-1.082,1,1,53,"off",8,2,3,0
1,2,1,0.668,3,2,53,"off",8,1,2,0
2,1,1,-0.555,2,2,54,"off",8,1,3,0
1,2,0,0.991,3,1,54,"off",8,1,2,0
2,1,0,-1.085,1,1,54,"off",8,2,3,0
2,1,0,-0.527,1,1,55,"off",8,2,3,0
1,2,1,0.509,3,2,55,"off",8,1,2,0
1,2,1,0.577,2,2,55,"off",8,1,3,0
1,2,1,0.601,1,2,56,"off",8,2,3,0
2,1,1,-0.601,2,2,56,"off",8,1,3,0
1,2,1,0.543,3,2,56,"off",8,1,2,0
1,2,0,0.476,3,1,57,"off",8,1,2,0
2,1,1,-0.562,2,2,57,"off",8,1,3,0
1,2,1,0.868,1,2,57,"off",8,2,3,0
2,1,0,-0.937,1,1,58,"off",8,2,3,0
1,2,1,0.604,3,2,58,"off",8,1,2,0
2,1,0,-0.447,2,1,58,"off",8,1,3,0
1,2,0,0.447,3,1,59,"off",8,1,2,0
2,1,0,-0.5,2,1,59,"off",8,1,3,0
2,1,0,-0.559,1,1,59,"off",8,2,3,0
1,2,1,0.857,2,2,60,"off",8,1,3,0
1,2,1,0.536,1,2,60,"off",8,2,3,0
1,2,1,0.521,3,2,60,"off",8,1,2,0
2,1,0,-0.64,2,1,61,"off",8,1,3,0
2,1,0,-0.333,1,1,61,"off",8,2,3,0
1,2,1,0.689,3,2,61,"off",8,1,2,0
2,1,0,-0.431,2,1,62,"off",8,1,3,0
2,1,0,-0.216,1,1,62,"off",8,2,3,0
1,2,0,0.536,3,1,62,"off",8,1,2,0
1,2,0,0.536,2,1,63,"off",8,1,3,0
2,1,1,-0.581,1,2,63,"off",8,2,3,0
2,1,0,-0.308,3,1,63,"off",8,1,2,0
2,1,0,-0.285,3,1,64,"off",8,1,2,0
1,2,1,1.32,1,2,64,"off",8,2,3,0
1,2,1,1.49,2,2,64,"off",8,1,3,0
2,1,0,-1.442,1,1,65,"off",8,2,3,0
2,1,0,-0.816,2,1,65,"off",8,1,3,0
1,2,0,0.711,3,1,65,"off",8,1,2,0
1,2,1,0.455,3,2,66,"off",8,1,2,0
2,1,0,-0.982,1,1,66,"off",8,2,3,0
1,2,1,0.764,2,2,66,"off",8,1,3,0
1,2,0,0.631,2,1,67,"off",8,1,3,0
2,1,0,-0.967,1,1,67,"off",8,2,3,0
1,2,0,0.683,3,1,67,"off",8,1,2,0
2,1,0,-0.908,1,1,68,"off",8,2,3,0
1,2,0,0.752,2,1,68,"off",8,1,3,0
1,2,1,0.539,3,2,68,"off",8,1,2,0
2,1,0,-0.91,2,1,69,"off",8,1,3,0
2,1,0,-0.909,1,1,69,"off",8,2,3,0
1,2,1,0.569,3,2,69,"off",8,1,2,0
1,2,1,0.668,1,2,70,"off",8,2,3,0
2,1,0,-0.741,2,1,70,"off",8,1,3,0
1,2,1,0.649,3,2,70,"off",8,1,2,0
2,1,0,-0.647,2,1,71,"off",8,1,3,0
1,2,0,0.903,1,1,71,"off",8,2,3,0
1,2,0,0.69,3,1,71,"off",8,1,2,0
1,2,0,0.605,3,1,72,"off",8,1,2,0
1,2,1,0.74,1,2,72,"off",8,2,3,0
2,1,1,-0.61,2,2,72,"off",8,1,3,0
2,1,0,-0.624,1,1,73,"off",8,2,3,0
2,1,1,-0.907,2,2,73,"off",8,1,3,0
1,2,0,0.684,3,1,73,"off",8,1,2,0
2,1,0,-0.578,1,1,74,"off",8,2,3,0
1,2,1,0.496,3,2,74,"off",8,1,2,0
2,1,1,-0.735,2,2,74,"off",8,1,3,0
1,2,0,0.952,1,1,75,"off",8,2,3,0
2,1,0,-1.194,2,1,75,"off",8,1,3,0
1,2,0,0.681,3,1,75,"off",8,1,2,0
2,1,0,-0.5,2,1,76,"off",8,1,3,0
2,1,0,-0.361,1,1,76,"off",8,2,3,0
1,2,1,0.398,3,2,76,"off",8,1,2,0
2,1,0,-0.548,1,1,77,"off",8,2,3,0
1,2,1,0.623,3,2,77,"off",8,1,2,0
2,1,0,-0.558,2,1,77,"off",8,1,3,0
2,1,1,-0.468,2,2,78,"off",8,1,3,0
2,1,1,-0.519,1,2,78,"off",8,2,3,0
1,2,1,0.571,3,2,78,"off",8,1,2,0
1,2,0,0.529,3,1,79,"off",8,1,2,0
2,1,0,-0.464,1,1,79,"off",8,2,3,0
2,1,1,-0.398,2,2,79,"off",8,1,3,0
1,2,1,0.332,2,2,80,"off",8,1,3,0
1,2,1,0.378,3,2,80,"off",8,1,2,0
2,1,0,-0.668,1,1,80,"off",8,2,3,0
1,2,1,0.499,1,2,81,"off",8,2,3,0
2,1,0,-0.856,2,1,81,"off",8,1,3,0
2,1,1,-0.584,3,2,81,"off",8,1,2,0
2,1,1,-0.638,2,2,82,"off",8,1,3,0
1,2,0,0.547,3,1,82,"off",8,1,2,0
1,2,0,0.419,1,1,82,"off",8,2,3,0
1,2,1,0.5,1,2,83,"off",8,2,3,0
2,1,0,-0.452,2,1,83,"off",8,1,3,0
1,2,0,0.644,3,1,83,"off",8,1,2,0
2,1,0,-0.73,1,1,84,"off",8,2,3,0
1,2,1,0.685,3,2,84,"off",8,1,2,0
1,2,0,0.674,2,1,84,"off",8,1,3,0
2,1,1,-1.187,2,2,85,"off",8,1,3,0
1,2,1,0.439,1,2,85,"off",8,2,3,0
1,2,0,0.668,3,1,85,"off",8,1,2,0
1,2,1,0.427,3,2,86,"off",8,1,2,0
1,2,0,0.402,2,1,86,"off",8,1,3,0
1,2,1,0.297,1,2,86,"off",8,2,3,0
2,1,1,-0.637,2,2,87,"off",8,1,3,0
1,2,0,0.614,3,1,87,"off",8,1,2,0
2,1,0,-0.699,1,1,87,"off",8,2,3,0
1,2,1,0.499,2,2,88,"off",8,1,3,0
1,2,0,0.596,3,1,88,"off",8,1,2,0
2,1,0,-0.71,1,1,88,"off",8,2,3,0
2,1,0,-0.473,1,1,89,"off",8,2,3,0
1,2,1,0.684,3,2,89,"off",8,1,2,0
1,2,1,0.803,2,2,89,"off",8,1,3,0
2,1,0,-0.796,2,1,90,"off",8,1,3,0
2,1,0,-0.238,1,1,90,"off",8,2,3,0
1,2,1,0.646,3,2,90,"off",8,1,2,0
1,2,1,1.042,3,2,91,"off",8,1,2,0
1,2,1,0.497,1,2,91,"off",8,2,3,0
2,1,1,-0.634,2,2,91,"off",8,1,3,0
2,1,0,-0.433,1,1,92,"off",8,2,3,0
2,1,1,-0.477,2,2,92,"off",8,1,3,0
1,2,0,0.348,3,1,92,"off",8,1,2,0
1,2,1,0.504,3,2,93,"off",8,1,2,0
1,2,0,0.604,2,1,93,"off",8,1,3,0
2,1,0,-0.401,1,1,93,"off",8,2,3,0
1,2,1,0.329,1,2,94,"off",8,2,3,0
2,1,0,-0.332,2,1,94,"off",8,1,3,0
1,2,0,0.635,3,1,94,"off",8,1,2,0
1,2,1,0.927,3,2,95,"off",8,1,2,0
2,1,0,-0.546,1,1,95,"off",8,2,3,0
1,2,0,0.499,2,1,95,"off",8,1,3,0
1,2,0,0.677,2,1,96,"off",8,1,3,0
2,1,1,-0.36,3,2,96,"off",8,1,2,0
2,1,0,-1.133,1,1,96,"off",8,2,3,0
1,2,1,0.477,2,2,97,"off",8,1,3,0
2,1,0,-0.953,1,1,97,"off",8,2,3,0
1,2,0,0.749,3,1,97,"off",8,1,2,0
1,2,1,1.182,3,2,98,"off",8,1,2,0
1,2,0,0.701,2,1,98,"off",8,1,3,0
2,1,0,-0.85,1,1,98,"off",8,2,3,0
2,1,0,-0.65,1,1,99,"off",8,2,3,0
2,1,0,-0.744,3,1,99,"off",8,1,2,0
2,1,0,-0.638,2,1,99,"off",8,1,3,0
2,1,0,-0.404,3,1,100,"off",8,1,2,0
2,1,1,-0.626,2,2,100,"off",8,1,3,0
2,1,0,-0.586,1,1,100,"off",8,2,3,0
2,1,0,-0.701,2,1,101,"off",8,1,3,0
1,2,1,0.692,3,2,101,"off",8,1,2,0
2,1,0,-0.642,1,1,101,"off",8,2,3,0
2,1,0,-0.696,2,1,102,"off",8,1,3,0
2,1,0,-0.667,1,1,102,"off",8,2,3,0
1,2,1,0.498,3,2,102,"off",8,1,2,0
1,2,1,0.746,2,2,103,"off",8,1,3,0
2,1,1,-0.383,1,2,103,"off",8,2,3,0
1,2,1,0.626,3,2,103,"off",8,1,2,0
2,1,0,-0.663,2,1,104,"off",8,1,3,0
1,2,1,0.544,3,2,104,"off",8,1,2,0
2,1,0,-0.595,1,1,104,"off",8,2,3,0
1,2,1,0.792,3,2,105,"off",8,1,2,0
2,1,0,-0.769,1,1,105,"off",8,2,3,0
1,2,1,0.842,2,2,105,"off",8,1,3,0
2,1,0,-0.632,1,1,106,"off",8,2,3,0
1,2,0,0.459,3,1,106,"off",8,1,2,0
2,1,0,-0.764,2,1,106,"off",8,1,3,0
1,2,0,0.515,3,1,107,"off",8,1,2,0
2,1,0,-0.642,1,1,107,"off",8,2,3,0
2,1,1,-0.607,2,2,107,"off",8,1,3,0
1,2,1,0.591,3,2,108,"off",8,1,2,0
1,2,1,0.777,2,2,108,"off",8,1,3,0
2,1,0,-0.868,1,1,108,"off",8,2,3,0
2,1,0,-0.867,1,1,109,"off",8,2,3,0
2,1,0,-0.631,2,1,109,"off",8,1,3,0
1,2,0,0.422,3,1,109,"off",8,1,2,0
2,1,0,-0.622,1,1,110,"off",8,2,3,0
2,1,1,-0.473,2,2,110,"off",8,1,3,0
1,2,1,0.575,3,2,110,"off",8,1,2,0
2,1,1,-0.586,1,2,111,"off",8,2,3,0
1,2,1,0.51,3,2,111,"off",8,1,2,0
2,1,1,-0.547,2,2,111,"off",8,1,3,0
2,1,0,-0.471,2,1,112,"off",8,1,3,0
2,1,0,-0.607,1,1,112,"off",8,2,3,0
1,2,1,0.59,3,2,112,"off",8,1,2,0
2,1,0,-0.525,1,1,113,"off",8,2,3,0
2,1,0,-0.581,2,1,113,"off",8,1,3,0
1,2,1,0.577,3,2,113,"off",8,1,2,0
2,1,0,-0.613,2,1,114,"off",8,1,3,0
2,1,0,-0.776,1,1,114,"off",8,2,3,0
1,2,1,0.65,3,2,114,"off",8,1,2,0
2,1,1,-0.661,2,2,115,"off",8,1,3,0
1,2,1,0.586,3,2,115,"off",8,1,2,0
2,1,1,-0.543,1,2,115,"off",8,2,3,0
2,1,1,-0.55,2,2,116,"off",8,1,3,0
2,1,0,-0.63,1,1,116,"off",8,2,3,0
1,2,1,0.606,3,2,116,"off",8,1,2,0
2,1,1,-0.851,1,2,117,"off",8,2,3,0
1,2,0,0.566,3,1,117,"off",8,1,2,0
2,1,0,-0.586,2,1,117,"off",8,1,3,0
1,2,1,0.709,3,2,118,"off",8,1,2,0
2,1,0,-0.775,2,1,118,"off",8,1,3,0
2,1,0,-0.6,1,1,118,"off",8,2,3,0
2,1,0,-0.613,1,1,119,"off",8,2,3,0
1,2,1,0.493,3,2,119,"off",8,1,2,0
2,1,0,-0.704,2,1,119,"off",8,1,3,0
2,1,0,-1.365,2,1,120,"off",8,1,3,0
1,2,0,0.576,3,1,120,"off",8,1,2,0
2,1,0,-0.524,1,1,120,"off",8,2,3,0
1,2,0,0.746,3,1,1,"off",9,1,2,0
2,1,1,-0.517,1,2,1,"off",9,2,3,0
2,1,0,-0.673,2,1,1,"off",9,1,3,0
2,1,0,-0.612,3,1,2,"off",9,1,2,0
2,1,0,-0.673,1,1,2,"off",9,2,3,0
1,2,0,0.906,2,1,2,"off",9,1,3,0
2,1,0,-0.591,1,1,3,"off",9,2,3,0
2,1,1,-0.631,3,2,3,"off",9,1,2,0
1,2,1,0.655,2,2,3,"off",9,1,3,0
2,1,0,-0.564,3,1,4,"off",9,1,2,0
2,1,0,-1.142,1,1,4,"off",9,2,3,0
1,2,1,0.514,2,2,4,"off",9,1,3,0
1,2,1,0.581,2,2,5,"off",9,1,3,0
1,2,1,0.928,1,2,5,"off",9,2,3,0
1,2,1,1.167,3,2,5,"off",9,1,2,0
1,2,1,1.153,1,2,6,"off",9,2,3,0
1,2,1,0.549,2,2,6,"off",9,1,3,0
1,2,1,0.909,3,2,6,"off",9,1,2,0
2,1,0,-1.036,1,1,7,"off",9,2,3,0
1,2,1,0.992,3,2,7,"off",9,1,2,0
1,2,0,0.56,2,1,7,"off",9,1,3,0
1,2,1,0.595,2,2,8,"off",9,1,3,0
1,2,0,1.195,1,1,8,"off",9,2,3,0
1,2,0,0.888,3,1,8,"off",9,1,2,0
1,2,0,1.238,1,1,9,"off",9,2,3,0
1,2,1,0.575,2,2,9,"off",9,1,3,0
1,2,1,0.707,3,2,9,"off",9,1,2,0
2,1,0,-1.848,1,1,10,"off",9,2,3,0
1,2,1,0.844,3,2,10,"off",9,1,2,0
1,2,0,0.556,2,1,10,"off",9,1,3,0
1,2,1,1.102,1,2,11,"off",9,2,3,0
1,2,1,1.029,3,2,11,"off",9,1,2,0
1,2,1,0.716,2,2,11,"off",9,1,3,0
1,2,0,1.359,1,1,12,"off",9,2,3,0
1,2,1,0.882,3,2,12,"off",9,1,2,0
2,1,0,-1.052,2,1,12,"off",9,1,3,0
1,2,1,0.842,3,2,13,"off",9,1,2,0
1,2,1,1.958,1,2,13,"off",9,2,3,0
1,2,1,1.223,2,2,13,"off",9,1,3,0
1,2,1,0.813,3,2,14,"off",9,1,2,0
1,2,0,1.283,1,1,14,"off",9,2,3,0
1,2,1,0.658,2,2,14,"off",9,1,3,0
1,2,1,1.054,1,2,15,"off",9,2,3,0
2,1,0,-0.984,2,1,15,"off",9,1,3,0
1,2,0,0.987,3,1,15,"off",9,1,2,0
1,2,0,1.14,1,1,16,"off",9,2,3,0
1,2,1,0.696,3,2,16,"off",9,1,2,0
2,1,1,-0.907,2,2,16,"off",9,1,3,0
1,2,1,0.811,2,2,17,"off",9,1,3,0
1,2,1,0.813,3,2,17,"off",9,1,2,0
1,2,1,1.249,1,2,17,"off",9,2,3,0
1,2,0,0.758,3,1,18,"off",9,1,2,0
1,2,0,1.758,1,1,18,"off",9,2,3,0
2,1,0,-0.886,2,1,18,"off",9,1,3,0
1,2,1,1.543,2,2,19,"off",9,1,3,0
1,2,0,0.639,3,1,19,"off",9,1,2,0
1,2,0,0.912,1,1,19,"off",9,2,3,0
1,2,0,0.514,3,1,20,"off",9,1,2,0
2,1,1,-1.334,2,2,20,"off",9,1,3,0
1,2,0,0.816,1,1,20,"off",9,2,3,0
1,2,1,1.454,2,2,1,"off",10,1,3,0
1,2,1,1.454,1,2,1,"off",10,2,3,0
1,2,0,1.368,3,1,1,"off",10,1,2,0
2,1,0,-0.995,2,1,2,"off",10,1,3,0
2,1,0,-0.981,1,1,2,"off",10,2,3,0
1,2,1,1.214,3,2,2,"off",10,1,2,0
2,1,1,-1.008,2,2,3,"off",10,1,3,0
1,2,1,0.785,3,2,3,"off",10,1,2,0
2,1,0,-0.995,1,1,3,"off",10,2,3,0
2,1,1,-0.841,1,2,4,"off",10,2,3,0
2,1,0,-2.053,2,1,4,"off",10,1,3,0
1,2,1,0.669,3,2,4,"off",10,1,2,0
2,1,0,-1.043,1,1,5,"off",10,2,3,0
2,1,0,-1.055,2,1,5,"off",10,1,3,0
1,2,0,0.68,3,1,5,"off",10,1,2,0
1,2,0,0.974,1,1,6,"off",10,2,3,0
1,2,0,0.783,3,1,6,"off",10,1,2,0
2,1,0,-0.846,2,1,6,"off",10,1,3,0
2,1,0,-0.879,1,1,7,"off",10,2,3,0
1,2,1,0.62,2,2,7,"off",10,1,3,0
2,1,1,-0.885,3,2,7,"off",10,1,2,0
2,1,0,-0.534,3,1,8,"off",10,1,2,0
2,1,0,-0.806,1,1,8,"off",10,2,3,0
1,2,1,0.723,2,2,8,"off",10,1,3,0
2,1,0,-1.125,1,1,9,"off",10,2,3,0
1,2,1,0.738,2,2,9,"off",10,1,3,0
2,1,0,-0.744,3,1,9,"off",10,1,2,0
1,2,1,1.311,1,2,10,"off",10,2,3,0
2,1,0,-0.4,3,1,10,"off",10,1,2,0
1,2,0,0.875,2,1,10,"off",10,1,3,0
1,2,0,0.477,2,1,11,"off",10,1,3,0
2,1,0,-0.667,1,1,11,"off",10,2,3,0
2,1,0,-0.7,3,1,11,"off",10,1,2,0
1,2,1,0.504,3,2,12,"off",10,1,2,0
1,2,0,0.919,1,1,12,"off",10,2,3,0
1,2,1,0.938,2,2,12,"off",10,1,3,0
1,2,0,1,3,1,13,"off",10,1,2,0
2,1,0,-0.896,1,1,13,"off",10,2,3,0
1,2,1,0.771,2,2,13,"off",10,1,3,0
1,2,1,0.557,2,2,14,"off",10,1,3,0
2,1,1,-0.706,1,2,14,"off",10,2,3,0
2,1,1,-1.033,3,2,14,"off",10,1,2,0
1,2,1,0.572,2,2,15,"off",10,1,3,0
2,1,0,-0.744,3,1,15,"off",10,1,2,0
2,1,0,-0.683,1,1,15,"off",10,2,3,0
1,2,0,2.56,3,1,16,"off",10,1,2,0
1,2,1,0.541,2,2,16,"off",10,1,3,0
2,1,0,-0.841,1,1,16,"off",10,2,3,0
1,2,0,0.42,2,1,17,"off",10,1,3,0
2,1,0,-0.7,1,1,17,"off",10,2,3,0
2,1,0,-0.706,3,1,17,"off",10,1,2,0
2,1,0,-0.561,3,1,18,"off",10,1,2,0
1,2,0,0.533,2,1,18,"off",10,1,3,0
2,1,1,-0.914,1,2,18,"off",10,2,3,0
1,2,1,1.409,2,2,19,"off",10,1,3,0
1,2,1,1.022,3,2,19,"off",10,1,2,0
1,2,1,1.166,1,2,19,"off",10,2,3,0
1,2,0,1.061,3,1,20,"off",10,1,2,0
2,1,0,-1.031,1,1,20,"off",10,2,3,0
1,2,0,0.676,2,1,20,"off",10,1,3,0
2,1,1,-0.708,3,2,21,"off",10,1,2,0
2,1,1,-0.934,1,2,21,"off",10,2,3,0
1,2,1,0.917,2,2,21,"off",10,1,3,0
1,2,1,1.715,1,2,22,"off",10,2,3,0
2,1,1,-1.087,3,2,22,"off",10,1,2,0
1,2,1,0.912,2,2,22,"off",10,1,3,0
1,2,0,1.646,3,1,23,"off",10,1,2,0
1,2,1,0.962,1,2,23,"off",10,2,3,0
1,2,1,0.463,2,2,23,"off",10,1,3,0
1,2,1,1.249,1,2,24,"off",10,2,3,0
1,2,1,0.874,3,2,24,"off",10,1,2,0
1,2,1,0.673,2,2,24,"off",10,1,3,0
1,2,1,0.872,2,2,25,"off",10,1,3,0
2,1,0,-1.426,3,1,25,"off",10,1,2,0
1,2,1,0.782,1,2,25,"off",10,2,3,0
1,2,1,0.692,2,2,26,"off",10,1,3,0
2,1,1,-0.728,3,2,26,"off",10,1,2,0
1,2,1,1.152,1,2,26,"off",10,2,3,0
1,2,1,0.646,2,2,27,"off",10,1,3,0
1,2,1,0.824,1,2,27,"off",10,2,3,0
2,1,0,-0.851,3,1,27,"off",10,1,2,0
2,1,0,-0.949,3,1,28,"off",10,1,2,0
1,2,1,0.464,2,2,28,"off",10,1,3,0
2,1,1,-0.822,1,2,28,"off",10,2,3,0
2,1,1,-0.72,3,2,29,"off",10,1,2,0
2,1,0,-0.432,2,1,29,"off",10,1,3,0
2,1,0,-0.404,1,1,29,"off",10,2,3,0
1,2,1,0.46,2,2,30,"off",10,1,3,0
1,2,0,2.59,3,1,30,"off",10,1,2,0
1,2,1,0.412,1,2,30,"off",10,2,3,0
1,2,0,0.706,3,1,31,"off",10,1,2,0
1,2,1,0.579,2,2,31,"off",10,1,3,0
1,2,1,1.306,1,2,31,"off",10,2,3,0
2,1,1,-1.611,3,2,32,"off",10,1,2,0
2,1,0,-0.747,1,1,32,"off",10,2,3,0
1,2,1,0.645,2,2,32,"off",10,1,3,0
1,2,1,0.856,1,2,33,"off",10,2,3,0
1,2,1,0.704,3,2,33,"off",10,1,2,0
1,2,1,0.422,2,2,33,"off",10,1,3,0
2,1,0,-0.708,1,1,34,"off",10,2,3,0
2,1,1,-0.728,3,2,34,"off",10,1,2,0
2,1,0,-0.319,2,1,34,"off",10,1,3,0
1,2,1,0.472,2,2,35,"off",10,1,3,0
1,2,1,0.778,1,2,35,"off",10,2,3,0
1,2,1,0.558,3,2,35,"off",10,1,2,0
1,2,1,0.468,2,2,36,"off",10,1,3,0
2,1,0,-0.506,3,1,36,"off",10,1,2,0
2,1,0,-0.923,1,1,36,"off",10,2,3,0
1,2,0,0.617,2,1,37,"off",10,1,3,0
2,1,0,-0.439,1,1,37,"off",10,2,3,0
1,2,0,0.711,3,1,37,"off",10,1,2,0
2,1,0,-0.723,1,1,38,"off",10,2,3,0
2,1,0,-0.577,3,1,38,"off",10,1,2,0
1,2,0,0.496,2,1,38,"off",10,1,3,0
1,2,0,0.516,2,1,39,"off",10,1,3,0
1,2,1,0.721,1,2,39,"off",10,2,3,0
2,1,1,-0.494,3,2,39,"off",10,1,2,0
1,2,1,1.872,1,2,40,"off",10,2,3,0
1,2,1,0.564,2,2,40,"off",10,1,3,0
2,1,0,-0.626,3,1,40,"off",10,1,2,0
1,2,1,0.478,2,2,41,"off",10,1,3,0
1,2,0,0.66,1,1,41,"off",10,2,3,0
2,1,0,-0.881,3,1,41,"off",10,1,2,0
2,1,1,-0.692,3,2,42,"off",10,1,2,0
1,2,1,0.482,2,2,42,"off",10,1,3,0
1,2,1,1.484,1,2,42,"off",10,2,3,0
1,2,1,0.844,1,2,43,"off",10,2,3,0
1,2,1,0.523,2,2,43,"off",10,1,3,0
1,2,0,0.933,3,1,43,"off",10,1,2,0
1,2,1,3.674,3,2,44,"off",10,1,2,0
1,2,1,0.899,1,2,44,"off",10,2,3,0
1,2,1,0.524,2,2,44,"off",10,1,3,0
1,2,0,0.513,2,1,45,"off",10,1,3,0
1,2,1,0.677,1,2,45,"off",10,2,3,0
1,2,0,1.554,3,1,45,"off",10,1,2,0
1,2,1,0.496,2,2,46,"off",10,1,3,0
2,1,1,-1.263,3,2,46,"off",10,1,2,0
1,2,1,1.671,1,2,46,"off",10,2,3,0
1,2,1,0.8,2,2,47,"off",10,1,3,0
1,2,1,0.975,3,2,47,"off",10,1,2,0
2,1,0,-2.049,1,1,47,"off",10,2,3,0
1,2,1,0.54,1,2,48,"off",10,2,3,0
2,1,1,-0.947,3,2,48,"off",10,1,2,0
1,2,0,0.575,2,1,48,"off",10,1,3,0
1,2,1,0.689,3,2,49,"off",10,1,2,0
1,2,1,0.895,1,2,49,"off",10,2,3,0
1,2,1,0.594,2,2,49,"off",10,1,3,0
1,2,1,0.475,2,2,50,"off",10,1,3,0
