"choice","nonchoice","value","rt","pair","valence","iter","med","ord_sbj","not_cond1","not_cond2","dmed"
2,1,0,-0.931,2,1,18,"off",15,1,3,0
1,2,1,0.451,1,2,18,"off",15,2,3,0
1,2,0,0.392,3,1,19,"off",15,1,2,0
1,2,1,0.424,2,2,19,"off",15,1,3,0
2,1,0,-0.614,1,1,19,"off",15,2,3,0
1,2,1,1.06,1,2,20,"off",15,2,3,0
2,1,0,-0.477,3,1,20,"off",15,1,2,0
1,2,0,0.52,2,1,20,"off",15,1,3,0
1,2,0,0.663,1,1,21,"off",15,2,3,0
2,1,0,-0.325,3,1,21,"off",15,1,2,0
2,1,0,-0.513,2,1,21,"off",15,1,3,0
2,1,0,-0.346,1,1,22,"off",15,2,3,0
1,2,0,0.379,3,1,22,"off",15,1,2,0
1,2,0,0.313,2,1,22,"off",15,1,3,0
1,2,1,0.514,1,2,23,"off",15,2,3,0
2,1,0,-0.322,2,1,23,"off",15,1,3,0
2,1,0,-0.431,3,1,23,"off",15,1,2,0
2,1,0,-0.225,2,1,24,"off",15,1,3,0
2,1,0,-0.224,1,1,24,"off",15,2,3,0
2,1,0,-0.667,3,1,25,"off",15,1,2,0
2,1,0,-0.258,1,1,25,"off",15,2,3,0
1,2,0,0.329,3,1,26,"off",15,1,2,0
1,2,1,0.298,2,2,26,"off",15,1,3,0
1,2,1,0.234,2,2,27,"off",15,1,3,0
1,2,1,0.231,3,2,27,"off",15,1,2,0
1,2,1,0.235,1,2,28,"off",15,2,3,0
2,1,1,-0.259,3,2,28,"off",15,1,2,0
2,1,0,-0.26,2,1,28,"off",15,1,3,0
2,1,1,-0.262,3,2,29,"off",15,1,2,0
2,1,0,-0.421,1,1,30,"off",15,2,3,0
2,1,1,-0.272,2,2,30,"off",15,1,3,0
2,1,0,-0.269,3,1,31,"off",15,1,2,0
2,1,0,-0.323,1,1,31,"off",15,2,3,0
2,1,0,-0.339,2,1,31,"off",15,1,3,0
2,1,1,-0.382,2,2,32,"off",15,1,3,0
2,1,0,-0.232,3,1,32,"off",15,1,2,0
1,2,1,0.331,1,2,32,"off",15,2,3,0
2,1,1,-0.788,3,2,33,"off",15,1,2,0
1,2,1,0.407,2,2,33,"off",15,1,3,0
2,1,0,-0.428,1,1,33,"off",15,2,3,0
2,1,1,-0.346,1,2,34,"off",15,2,3,0
1,2,1,0.938,2,2,34,"off",15,1,3,0
1,2,1,1.819,3,2,34,"off",15,1,2,0
2,1,0,-0.257,1,1,35,"off",15,2,3,0
2,1,1,-1.416,3,2,35,"off",15,1,2,0
2,1,0,-0.317,2,1,35,"off",15,1,3,0
1,2,0,0.233,2,1,36,"off",15,1,3,0
2,1,0,-0.613,1,1,36,"off",15,2,3,0
1,2,1,0.472,3,2,36,"off",15,1,2,0
1,2,0,0.29,1,1,37,"off",15,2,3,0
2,1,0,-0.225,2,1,37,"off",15,1,3,0
1,2,1,0.241,3,2,37,"off",15,1,2,0
2,1,0,-0.504,3,1,38,"off",15,1,2,0
1,2,1,0.255,2,2,38,"off",15,1,3,0
2,1,0,-0.486,1,1,38,"off",15,2,3,0
1,2,1,0.28,1,2,39,"off",15,2,3,0
2,1,0,-0.299,2,1,39,"off",15,1,3,0
1,2,1,0.401,3,2,39,"off",15,1,2,0
2,1,1,-0.286,1,2,40,"off",15,2,3,0
1,2,1,0.551,3,2,40,"off",15,1,2,0
2,1,0,-0.347,2,1,40,"off",15,1,3,0
1,2,1,0.53,3,2,41,"off",15,1,2,0
2,1,0,-0.424,2,1,41,"off",15,1,3,0
2,1,1,-0.381,1,2,41,"off",15,2,3,0
2,1,1,-0.292,1,2,42,"off",15,2,3,0
1,2,1,0.403,2,2,42,"off",15,1,3,0
1,2,1,0.309,3,2,42,"off",15,1,2,0
2,1,0,-0.537,2,1,43,"off",15,1,3,0
2,1,1,-0.306,3,2,43,"off",15,1,2,0
2,1,0,-0.348,1,1,43,"off",15,2,3,0
1,2,0,0.339,3,1,44,"off",15,1,2,0
1,2,1,0.337,1,2,44,"off",15,2,3,0
1,2,1,1.616,2,2,44,"off",15,1,3,0
2,1,0,-0.29,2,1,45,"off",15,1,3,0
1,2,0,0.374,3,1,45,"off",15,1,2,0
1,2,1,0.209,1,2,45,"off",15,2,3,0
2,1,1,-0.273,2,2,46,"off",15,1,3,0
1,2,0,0.397,3,1,46,"off",15,1,2,0
2,1,0,-0.334,1,1,46,"off",15,2,3,0
1,2,1,0.359,3,2,47,"off",15,1,2,0
1,2,1,0.4,2,2,47,"off",15,1,3,0
1,2,1,0.339,1,2,47,"off",15,2,3,0
2,1,1,-0.417,2,2,48,"off",15,1,3,0
1,2,0,0.276,3,1,48,"off",15,1,2,0
1,2,1,0.374,1,2,48,"off",15,2,3,0
2,1,1,-0.342,3,2,49,"off",15,1,2,0
2,1,0,-0.38,2,1,49,"off",15,1,3,0
2,1,1,-0.378,1,2,49,"off",15,2,3,0
2,1,0,-0.288,1,1,50,"off",15,2,3,0
2,1,0,-0.346,2,1,50,"off",15,1,3,0
2,1,0,-0.373,3,1,50,"off",15,1,2,0
2,1,0,-1.026,3,1,51,"off",15,1,2,0
2,1,0,-0.64,1,1,51,"off",15,2,3,0
2,1,0,-0.436,2,1,51,"off",15,1,3,0
2,1,0,-0.331,3,1,52,"off",15,1,2,0
2,1,1,-0.511,1,2,52,"off",15,2,3,0
1,2,1,0.365,2,2,52,"off",15,1,3,0
1,2,0,0.411,1,1,53,"off",15,2,3,0
1,2,1,1.285,2,2,53,"off",15,1,3,0
2,1,0,-1.107,3,1,53,"off",15,1,2,0
1,2,0,0.56,1,1,54,"off",15,2,3,0
1,2,0,0.283,2,1,54,"off",15,1,3,0
2,1,1,-0.234,3,2,54,"off",15,1,2,0
1,2,1,0.58,2,2,55,"off",15,1,3,0
2,1,0,-0.9,1,1,55,"off",15,2,3,0
2,1,0,-0.313,3,1,55,"off",15,1,2,0
2,1,1,-0.492,2,2,56,"off",15,1,3,0
1,2,0,2.237,3,1,56,"off",15,1,2,0
2,1,0,-0.203,1,1,56,"off",15,2,3,0
1,2,0,0.347,2,1,57,"off",15,1,3,0
2,1,0,-0.661,3,1,57,"off",15,1,2,0
2,1,0,-0.211,1,1,58,"off",15,2,3,0
1,2,1,0.381,2,2,58,"off",15,1,3,0
1,2,1,0.411,3,2,58,"off",15,1,2,0
2,1,1,-0.33,1,2,59,"off",15,2,3,0
1,2,1,0.639,2,2,59,"off",15,1,3,0
2,1,1,-0.32,3,2,59,"off",15,1,2,0
2,1,0,-0.411,1,1,60,"off",15,2,3,0
1,2,1,0.415,3,2,60,"off",15,1,2,0
2,1,0,-0.284,2,1,60,"off",15,1,3,0
2,1,0,-0.72,1,1,61,"off",15,2,3,0
2,1,1,-0.266,3,2,61,"off",15,1,2,0
1,2,1,0.408,2,2,61,"off",15,1,3,0
2,1,0,-0.379,2,1,62,"off",15,1,3,0
1,2,1,0.367,3,2,62,"off",15,1,2,0
2,1,0,-0.582,1,1,62,"off",15,2,3,0
1,2,1,0.238,1,2,63,"off",15,2,3,0
1,2,1,0.415,3,2,63,"off",15,1,2,0
2,1,0,-0.666,2,1,63,"off",15,1,3,0
1,2,1,0.509,1,2,64,"off",15,2,3,0
1,2,0,0.493,3,1,64,"off",15,1,2,0
1,2,1,0.234,2,2,64,"off",15,1,3,0
2,1,0,-0.421,2,1,65,"off",15,1,3,0
2,1,0,-0.402,1,1,65,"off",15,2,3,0
2,1,0,-0.413,3,1,65,"off",15,1,2,0
1,2,1,0.42,3,2,66,"off",15,1,2,0
2,1,0,-0.528,1,1,66,"off",15,2,3,0
1,2,0,0.613,2,1,66,"off",15,1,3,0
2,1,0,-0.374,1,1,67,"off",15,2,3,0
1,2,1,0.259,2,2,67,"off",15,1,3,0
1,2,1,0.703,3,2,67,"off",15,1,2,0
1,2,1,0.34,1,2,68,"off",15,2,3,0
2,1,1,-0.361,2,2,68,"off",15,1,3,0
1,2,1,0.235,2,2,69,"off",15,1,3,0
2,1,0,-0.255,1,1,69,"off",15,2,3,0
2,1,1,-0.329,3,2,69,"off",15,1,2,0
1,2,1,0.595,3,2,70,"off",15,1,2,0
1,2,1,0.302,2,2,70,"off",15,1,3,0
2,1,0,-0.531,1,1,70,"off",15,2,3,0
1,2,1,0.972,1,2,71,"off",15,2,3,0
1,2,0,0.292,2,1,71,"off",15,1,3,0
2,1,0,-0.355,3,1,71,"off",15,1,2,0
1,2,0,0.251,2,1,72,"off",15,1,3,0
2,1,0,-0.282,1,1,72,"off",15,2,3,0
1,2,0,0.366,3,1,72,"off",15,1,2,0
2,1,0,-0.285,2,1,73,"off",15,1,3,0
2,1,0,-0.255,3,1,73,"off",15,1,2,0
1,2,1,0.369,1,2,74,"off",15,2,3,0
2,1,0,-0.332,3,1,74,"off",15,1,2,0
1,2,0,0.386,2,1,74,"off",15,1,3,0
2,1,0,-0.486,3,1,75,"off",15,1,2,0
2,1,0,-0.436,2,1,75,"off",15,1,3,0
2,1,0,-0.402,1,1,75,"off",15,2,3,0
1,2,1,0.535,2,2,76,"off",15,1,3,0
2,1,0,-0.391,1,1,76,"off",15,2,3,0
1,2,1,0.263,3,2,76,"off",15,1,2,0
1,2,0,0.524,1,1,77,"off",15,2,3,0
2,1,0,-0.3,2,1,77,"off",15,1,3,0
2,1,0,-0.459,3,1,77,"off",15,1,2,0
2,1,0,-0.333,2,1,78,"off",15,1,3,0
2,1,1,-0.349,1,2,78,"off",15,2,3,0
1,2,0,0.254,1,1,79,"off",15,2,3,0
1,2,1,0.48,3,2,79,"off",15,1,2,0
1,2,1,0.799,2,2,79,"off",15,1,3,0
1,2,1,0.801,2,2,80,"off",15,1,3,0
2,1,0,-0.737,1,1,80,"off",15,2,3,0
1,2,1,0.244,3,2,80,"off",15,1,2,0
1,2,1,0.436,1,2,81,"off",15,2,3,0
2,1,1,-0.405,2,2,81,"off",15,1,3,0
2,1,0,-0.332,3,1,81,"off",15,1,2,0
1,2,1,0.356,2,2,82,"off",15,1,3,0
2,1,1,-0.445,3,2,82,"off",15,1,2,0
2,1,0,-0.374,1,1,82,"off",15,2,3,0
1,2,1,0.381,2,2,83,"off",15,1,3,0
2,1,0,-0.302,1,1,83,"off",15,2,3,0
2,1,1,-0.342,3,2,83,"off",15,1,2,0
1,2,0,0.398,2,1,84,"off",15,1,3,0
1,2,1,0.301,1,2,84,"off",15,2,3,0
2,1,1,-0.373,3,2,84,"off",15,1,2,0
2,1,0,-0.313,1,1,85,"off",15,2,3,0
1,2,0,0.304,3,1,85,"off",15,1,2,0
2,1,1,-0.358,2,2,85,"off",15,1,3,0
2,1,0,-0.352,1,1,86,"off",15,2,3,0
1,2,0,0.342,2,1,86,"off",15,1,3,0
1,2,0,0.527,3,1,86,"off",15,1,2,0
1,2,1,0.285,1,2,87,"off",15,2,3,0
2,1,0,-0.524,3,1,87,"off",15,1,2,0
2,1,0,-0.847,2,1,87,"off",15,1,3,0
1,2,0,0.339,2,1,88,"off",15,1,3,0
2,1,0,-0.455,1,1,88,"off",15,2,3,0
1,2,1,1.419,3,2,88,"off",15,1,2,0
1,2,1,4.658,1,2,89,"off",15,2,3,0
2,1,0,-0.317,2,1,89,"off",15,1,3,0
2,1,0,-0.246,3,1,89,"off",15,1,2,0
2,1,0,-0.281,3,1,90,"off",15,1,2,0
1,2,0,0.28,1,1,90,"off",15,2,3,0
1,2,0,0.328,3,1,91,"off",15,1,2,0
2,1,0,-0.51,1,1,91,"off",15,2,3,0
1,2,1,0.527,1,2,92,"off",15,2,3,0
1,2,0,0.773,2,1,92,"off",15,1,3,0
1,2,1,0.338,3,2,92,"off",15,1,2,0
2,1,0,-0.382,3,1,93,"off",15,1,2,0
1,2,1,0.304,1,2,93,"off",15,2,3,0
2,1,0,-2.605,2,1,93,"off",15,1,3,0
1,2,0,1.779,3,1,94,"off",15,1,2,0
2,1,0,-0.43,1,1,94,"off",15,2,3,0
1,2,1,0.385,1,2,95,"off",15,2,3,0
2,1,1,-0.692,3,2,95,"off",15,1,2,0
1,2,1,0.871,2,2,95,"off",15,1,3,0
2,1,0,-0.312,1,1,96,"off",15,2,3,0
1,2,1,0.818,2,2,96,"off",15,1,3,0
1,2,0,0.667,3,1,96,"off",15,1,2,0
2,1,0,-0.789,3,1,97,"off",15,1,2,0
1,2,1,1.348,1,2,97,"off",15,2,3,0
2,1,0,-0.572,2,1,97,"off",15,1,3,0
2,1,0,-0.594,1,1,98,"off",15,2,3,0
1,2,1,0.288,2,2,98,"off",15,1,3,0
1,2,0,0.449,3,1,98,"off",15,1,2,0
2,1,0,-2.433,2,1,99,"off",15,1,3,0
2,1,0,-0.336,3,1,99,"off",15,1,2,0
1,2,0,0.575,1,1,99,"off",15,2,3,0
1,2,0,0.374,2,1,100,"off",15,1,3,0
2,1,0,-1.387,3,1,100,"off",15,1,2,0
1,2,1,0.378,1,2,100,"off",15,2,3,0
2,1,0,-0.504,1,1,101,"off",15,2,3,0
2,1,1,-0.259,2,2,101,"off",15,1,3,0
1,2,1,0.406,3,2,101,"off",15,1,2,0
2,1,0,-0.481,3,1,102,"off",15,1,2,0
2,1,0,-0.234,1,1,102,"off",15,2,3,0
1,2,0,0.284,2,1,102,"off",15,1,3,0
1,2,1,0.319,1,2,103,"off",15,2,3,0
2,1,0,-0.441,3,1,103,"off",15,1,2,0
2,1,0,-0.408,2,1,103,"off",15,1,3,0
2,1,0,-0.215,1,1,104,"off",15,2,3,0
2,1,0,-0.932,3,1,104,"off",15,1,2,0
1,2,1,0.393,2,2,104,"off",15,1,3,0
2,1,1,-0.767,3,2,105,"off",15,1,2,0
2,1,0,-0.366,2,1,105,"off",15,1,3,0
2,1,0,-0.266,1,1,105,"off",15,2,3,0
1,2,1,0.259,2,2,106,"off",15,1,3,0
1,2,0,0.854,3,1,106,"off",15,1,2,0
2,1,0,-1.271,1,1,106,"off",15,2,3,0
1,2,0,0.525,2,1,107,"off",15,1,3,0
1,2,1,0.367,1,2,107,"off",15,2,3,0
2,1,0,-0.468,3,1,107,"off",15,1,2,0
1,2,0,0.431,3,1,108,"off",15,1,2,0
2,1,1,-1.091,1,2,108,"off",15,2,3,0
1,2,1,0.409,2,2,108,"off",15,1,3,0
2,1,0,-1.055,3,1,109,"off",15,1,2,0
1,2,1,0.353,1,2,109,"off",15,2,3,0
2,1,0,-0.452,2,1,109,"off",15,1,3,0
1,2,1,0.644,2,2,110,"off",15,1,3,0
2,1,0,-0.322,1,1,110,"off",15,2,3,0
2,1,0,-0.316,3,1,110,"off",15,1,2,0
2,1,0,-0.644,3,1,111,"off",15,1,2,0
1,2,1,1.937,2,2,111,"off",15,1,3,0
2,1,0,-4.152,1,1,111,"off",15,2,3,0
1,2,1,0.785,2,2,112,"off",15,1,3,0
2,1,0,-0.471,3,1,112,"off",15,1,2,0
1,2,1,0.359,1,2,112,"off",15,2,3,0
2,1,0,-0.581,2,1,113,"off",15,1,3,0
2,1,1,-0.321,3,2,113,"off",15,1,2,0
1,2,1,0.442,1,2,113,"off",15,2,3,0
1,2,0,0.489,3,1,114,"off",15,1,2,0
1,2,0,0.414,2,1,114,"off",15,1,3,0
2,1,1,-0.361,1,2,114,"off",15,2,3,0
1,2,1,0.413,2,2,115,"off",15,1,3,0
2,1,1,-0.408,3,2,115,"off",15,1,2,0
1,2,1,0.5,1,2,115,"off",15,2,3,0
1,2,0,0.22,2,1,116,"off",15,1,3,0
1,2,1,0.201,3,2,116,"off",15,1,2,0
2,1,0,-0.305,1,1,116,"off",15,2,3,0
1,2,1,0.276,3,2,117,"off",15,1,2,0
1,2,1,0.51,1,2,117,"off",15,2,3,0
2,1,0,-0.577,2,1,117,"off",15,1,3,0
1,2,1,0.36,3,2,118,"off",15,1,2,0
2,1,1,-0.37,1,2,118,"off",15,2,3,0
1,2,0,0.615,2,1,118,"off",15,1,3,0
2,1,1,-0.46,2,2,119,"off",15,1,3,0
1,2,1,0.812,3,2,119,"off",15,1,2,0
2,1,0,-0.568,1,1,119,"off",15,2,3,0
1,2,0,0.283,3,1,120,"off",15,1,2,0
2,1,0,-0.237,2,1,120,"off",15,1,3,0
1,2,0,0.961,3,1,1,"off",16,1,2,0
2,1,1,-1.119,2,2,1,"off",16,1,3,0
1,2,0,0.83,1,1,1,"off",16,2,3,0
2,1,0,-0.715,1,1,2,"off",16,2,3,0
2,1,1,-0.899,2,2,2,"off",16,1,3,0
2,1,1,-1.008,3,2,2,"off",16,1,2,0
2,1,1,-1.07,1,2,3,"off",16,2,3,0
2,1,0,-0.869,2,1,3,"off",16,1,3,0
1,2,0,1.673,3,1,3,"off",16,1,2,0
2,1,0,-1.032,2,1,4,"off",16,1,3,0
2,1,0,-0.992,1,1,4,"off",16,2,3,0
2,1,1,-0.935,3,2,4,"off",16,1,2,0
2,1,0,-1.098,1,1,5,"off",16,2,3,0
1,2,0,1.063,3,1,5,"off",16,1,2,0
2,1,0,-1.063,2,1,5,"off",16,1,3,0
1,2,0,0.84,1,1,6,"off",16,2,3,0
2,1,1,-1.068,3,2,6,"off",16,1,2,0
1,2,1,1.166,2,2,6,"off",16,1,3,0
1,2,1,1.23,2,2,7,"off",16,1,3,0
1,2,1,1.147,1,2,7,"off",16,2,3,0
1,2,1,0.733,3,2,7,"off",16,1,2,0
1,2,1,0.895,2,2,8,"off",16,1,3,0
2,1,1,-0.871,3,2,8,"off",16,1,2,0
2,1,0,-1.039,1,1,8,"off",16,2,3,0
1,2,0,0.88,3,1,9,"off",16,1,2,0
1,2,1,1.071,2,2,9,"off",16,1,3,0
1,2,1,1.343,1,2,9,"off",16,2,3,0
2,1,0,-0.841,2,1,10,"off",16,1,3,0
2,1,1,-1.189,3,2,10,"off",16,1,2,0
1,2,1,1.021,1,2,10,"off",16,2,3,0
2,1,0,-0.977,1,1,11,"off",16,2,3,0
2,1,1,-1.067,2,2,11,"off",16,1,3,0
2,1,0,-0.89,3,1,11,"off",16,1,2,0
2,1,0,-0.789,3,1,12,"off",16,1,2,0
1,2,0,1.124,2,1,12,"off",16,1,3,0
1,2,0,1.545,1,1,12,"off",16,2,3,0
1,2,1,1.422,3,2,13,"off",16,1,2,0
1,2,1,0.98,1,2,13,"off",16,2,3,0
1,2,0,1.038,2,1,13,"off",16,1,3,0
1,2,0,0.896,1,1,14,"off",16,2,3,0
1,2,1,0.763,2,2,14,"off",16,1,3,0
2,1,0,-1.012,3,1,14,"off",16,1,2,0
1,2,1,1.685,3,2,15,"off",16,1,2,0
2,1,0,-0.827,2,1,15,"off",16,1,3,0
1,2,0,1.201,1,1,15,"off",16,2,3,0
2,1,0,-0.905,2,1,16,"off",16,1,3,0
1,2,1,0.934,3,2,16,"off",16,1,2,0
1,2,1,1.319,1,2,16,"off",16,2,3,0
2,1,1,-0.783,1,2,17,"off",16,2,3,0
1,2,0,1.183,3,1,17,"off",16,1,2,0
2,1,0,-0.926,2,1,17,"off",16,1,3,0
1,2,0,0.757,2,1,18,"off",16,1,3,0
1,2,1,0.924,3,2,18,"off",16,1,2,0
1,2,1,0.749,1,2,18,"off",16,2,3,0
2,1,1,-0.665,1,2,19,"off",16,2,3,0
2,1,1,-1.473,3,2,19,"off",16,1,2,0
2,1,1,-0.792,2,2,19,"off",16,1,3,0
2,1,1,-1.275,2,2,20,"off",16,1,3,0
1,2,0,1.018,3,1,20,"off",16,1,2,0
1,2,1,1.199,1,2,20,"off",16,2,3,0
2,1,0,-1.908,3,1,21,"off",16,1,2,0
2,1,0,-1.417,2,1,21,"off",16,1,3,0
2,1,0,-1.049,1,1,21,"off",16,2,3,0
1,2,1,0.692,3,2,22,"off",16,1,2,0
2,1,0,-0.731,2,1,22,"off",16,1,3,0
2,1,0,-0.633,1,1,22,"off",16,2,3,0
1,2,1,0.498,3,2,23,"off",16,1,2,0
2,1,0,-0.528,1,1,23,"off",16,2,3,0
1,2,1,0.841,2,2,23,"off",16,1,3,0
1,2,0,0.979,3,1,24,"off",16,1,2,0
2,1,1,-0.887,2,2,24,"off",16,1,3,0
1,2,0,0.708,1,1,24,"off",16,2,3,0
1,2,0,0.593,3,1,25,"off",16,1,2,0
1,2,1,0.935,1,2,25,"off",16,2,3,0
2,1,0,-0.718,2,1,25,"off",16,1,3,0
1,2,0,0.714,3,1,26,"off",16,1,2,0
1,2,1,0.718,1,2,26,"off",16,2,3,0
2,1,0,-0.984,2,1,26,"off",16,1,3,0
2,1,0,-0.711,1,1,27,"off",16,2,3,0
2,1,0,-0.711,3,1,27,"off",16,1,2,0
2,1,0,-0.623,2,1,27,"off",16,1,3,0
1,2,1,0.951,3,2,28,"off",16,1,2,0
1,2,1,0.842,1,2,28,"off",16,2,3,0
1,2,1,1.249,2,2,28,"off",16,1,3,0
1,2,1,0.7,2,2,29,"off",16,1,3,0
1,2,1,0.702,1,2,29,"off",16,2,3,0
1,2,0,1.198,3,1,29,"off",16,1,2,0
2,1,0,-0.885,3,1,30,"off",16,1,2,0
1,2,1,0.99,2,2,30,"off",16,1,3,0
1,2,1,0.646,1,2,30,"off",16,2,3,0
1,2,1,0.696,1,2,31,"off",16,2,3,0
2,1,1,-1.038,3,2,31,"off",16,1,2,0
1,2,1,0.657,2,2,31,"off",16,1,3,0
1,2,1,0.718,1,2,32,"off",16,2,3,0
2,1,1,-1.437,3,2,32,"off",16,1,2,0
1,2,1,0.744,2,2,32,"off",16,1,3,0
1,2,1,0.608,2,2,33,"off",16,1,3,0
1,2,1,0.69,1,2,33,"off",16,2,3,0
2,1,0,-0.856,3,1,33,"off",16,1,2,0
1,2,1,0.809,1,2,34,"off",16,2,3,0
2,1,1,-0.921,3,2,34,"off",16,1,2,0
1,2,0,0.826,2,1,34,"off",16,1,3,0
1,2,1,0.821,1,2,35,"off",16,2,3,0
1,2,0,0.651,2,1,35,"off",16,1,3,0
2,1,0,-1.096,3,1,35,"off",16,1,2,0
1,2,0,0.784,1,1,36,"off",16,2,3,0
1,2,1,0.782,3,2,36,"off",16,1,2,0
2,1,0,-0.891,2,1,36,"off",16,1,3,0
1,2,0,0.915,1,1,37,"off",16,2,3,0
1,2,1,0.946,3,2,37,"off",16,1,2,0
2,1,0,-0.745,2,1,37,"off",16,1,3,0
2,1,0,-1.042,1,1,38,"off",16,2,3,0
1,2,1,0.672,2,2,38,"off",16,1,3,0
2,1,0,-0.858,3,1,38,"off",16,1,2,0
1,2,1,0.674,2,2,39,"off",16,1,3,0
2,1,0,-0.963,3,1,39,"off",16,1,2,0
1,2,1,0.614,1,2,39,"off",16,2,3,0
1,2,0,0.565,2,1,40,"off",16,1,3,0
1,2,1,1.299,3,2,40,"off",16,1,2,0
1,2,1,0.879,1,2,40,"off",16,2,3,0
1,2,1,2.983,3,2,1,"off",17,1,2,0
2,1,0,-1.984,2,1,1,"off",17,1,3,0
2,1,1,-1.525,1,2,1,"off",17,2,3,0
1,2,0,1.12,2,1,2,"off",17,1,3,0
1,2,1,1.758,1,2,2,"off",17,2,3,0
1,2,1,1.197,3,2,2,"off",17,1,2,0
1,2,0,0.882,1,1,3,"off",17,2,3,0
1,2,1,1.198,3,2,3,"off",17,1,2,0
2,1,0,-1.53,2,1,3,"off",17,1,3,0
1,2,1,0.741,1,2,4,"off",17,2,3,0
1,2,0,0.784,3,1,4,"off",17,1,2,0
2,1,0,-0.972,2,1,4,"off",17,1,3,0
2,1,0,-1.411,2,1,5,"off",17,1,3,0
1,2,1,1.022,1,2,5,"off",17,2,3,0
1,2,0,0.762,3,1,5,"off",17,1,2,0
1,2,1,1.606,1,2,6,"off",17,2,3,0
2,1,0,-1.119,2,1,6,"off",17,1,3,0
1,2,1,2.04,3,2,6,"off",17,1,2,0
2,1,1,-1.833,2,2,7,"off",17,1,3,0
1,2,0,0.915,3,1,7,"off",17,1,2,0
1,2,0,0.792,1,1,7,"off",17,2,3,0
1,2,0,0.809,3,1,8,"off",17,1,2,0
1,2,1,1.222,1,2,8,"off",17,2,3,0
2,1,0,-1.118,2,1,8,"off",17,1,3,0
2,1,1,-2.855,3,2,9,"off",17,1,2,0
1,2,0,1.419,1,1,9,"off",17,2,3,0
2,1,0,-2.411,2,1,9,"off",17,1,3,0
1,2,0,2.768,3,1,10,"off",17,1,2,0
2,1,0,-2.861,2,1,10,"off",17,1,3,0
1,2,1,1.038,1,2,10,"off",17,2,3,0
2,1,0,-1.733,3,1,11,"off",17,1,2,0
1,2,1,0.745,1,2,11,"off",17,2,3,0
1,2,1,1.077,2,2,11,"off",17,1,3,0
1,2,1,0.752,3,2,12,"off",17,1,2,0
2,1,0,-0.592,2,1,12,"off",17,1,3,0
1,2,1,0.636,1,2,12,"off",17,2,3,0
1,2,1,0.741,1,2,13,"off",17,2,3,0
2,1,1,-1.359,2,2,13,"off",17,1,3,0
1,2,0,2.456,3,1,13,"off",17,1,2,0
1,2,0,2.383,1,1,14,"off",17,2,3,0
2,1,1,-1.677,3,2,14,"off",17,1,2,0
1,2,0,2.324,2,1,14,"off",17,1,3,0
2,1,0,-2.191,2,1,15,"off",17,1,3,0
1,2,1,0.944,3,2,15,"off",17,1,2,0
1,2,1,1.13,1,2,15,"off",17,2,3,0
1,2,1,1.178,1,2,16,"off",17,2,3,0
1,2,1,0.722,3,2,16,"off",17,1,2,0
2,1,1,-0.898,2,2,16,"off",17,1,3,0
1,2,0,1.162,3,1,17,"off",17,1,2,0
1,2,1,0.736,1,2,17,"off",17,2,3,0
1,2,1,2.358,2,2,17,"off",17,1,3,0
1,2,1,0.997,1,2,18,"off",17,2,3,0
2,1,1,-1.159,3,2,18,"off",17,1,2,0
1,2,1,0.769,2,2,18,"off",17,1,3,0
1,2,0,1.219,2,1,19,"off",17,1,3,0
1,2,0,1.747,3,1,19,"off",17,1,2,0
1,2,1,0.589,1,2,19,"off",17,2,3,0
2,1,1,-1.151,2,2,20,"off",17,1,3,0
1,2,1,0.598,3,2,20,"off",17,1,2,0
1,2,0,0.712,1,1,20,"off",17,2,3,0
1,2,1,0.91,1,2,21,"off",17,2,3,0
1,2,1,0.668,3,2,21,"off",17,1,2,0
2,1,0,-0.573,2,1,21,"off",17,1,3,0
1,2,0,0.414,1,1,22,"off",17,2,3,0
1,2,1,1.227,3,2,22,"off",17,1,2,0
2,1,0,-1.177,2,1,22,"off",17,1,3,0
1,2,1,0.972,1,2,23,"off",17,2,3,0
2,1,1,-1.267,2,2,23,"off",17,1,3,0
2,1,0,-1.164,3,1,23,"off",17,1,2,0
1,2,1,2.08,1,2,24,"off",17,2,3,0
1,2,1,1.392,2,2,24,"off",17,1,3,0
2,1,0,-0.734,3,1,24,"off",17,1,2,0
1,2,0,1.405,3,1,25,"off",17,1,2,0
1,2,1,0.931,1,2,25,"off",17,2,3,0
2,1,0,-1.744,2,1,25,"off",17,1,3,0
2,1,1,-4.101,2,2,26,"off",17,1,3,0
1,2,0,0.682,3,1,26,"off",17,1,2,0
1,2,1,1.071,1,2,26,"off",17,2,3,0
1,2,0,1.289,3,1,27,"off",17,1,2,0
2,1,1,-0.935,2,2,27,"off",17,1,3,0
1,2,1,0.568,1,2,27,"off",17,2,3,0
2,1,0,-0.77,2,1,28,"off",17,1,3,0
1,2,1,0.362,3,2,28,"off",17,1,2,0
1,2,1,0.623,1,2,28,"off",17,2,3,0
1,2,1,0.552,1,2,29,"off",17,2,3,0
1,2,1,1.354,3,2,29,"off",17,1,2,0
1,2,1,1.45,2,2,29,"off",17,1,3,0
2,1,1,-0.67,3,2,30,"off",17,1,2,0
1,2,0,2.394,2,1,30,"off",17,1,3,0
1,2,1,0.705,1,2,30,"off",17,2,3,0
2,1,1,-2.348,3,2,31,"off",17,1,2,0
1,2,1,1.2,1,2,31,"off",17,2,3,0
1,2,1,0.846,2,2,31,"off",17,1,3,0
2,1,0,-2.332,2,1,32,"off",17,1,3,0
